No.,Time (s),Cumulative Volume (mL),Individual Volume (per 5 s),Average Individual Volume (per 5 s),Actual Flux,,Membrane Pore Size
286,1430,203.92,0.63,0.624,0.032428632,,
287,1435,204.54,0.62,0.624,0.032428632,,
288,1440,205.17,0.63,0.624,0.032428632,,
289,1445,205.8,0.63,0.62,0.032220756,,
290,1450,206.41,0.61,0.624,0.032428632,,
291,1455,207.02,0.61,0.622,0.032324694,,
292,1460,207.66,0.64,0.622,0.032324694,,
293,1465,208.28,0.62,0.626,0.03253257,,
294,1470,208.91,0.63,0.622,0.032324694,,
295,1475,209.54,0.63,0.616,0.03201288,,
296,1480,210.13,0.59,0.616,0.03201288,,
297,1485,210.74,0.61,0.612,0.031805004,,
298,1490,211.36,0.62,0.61,0.031701066,,
299,1495,211.97,0.61,0.618,0.032116818,,
300,1500,212.59,0.62,0.622,0.032324694,,
301,1505,213.22,0.63,0.618,0.032116818,,
302,1510,213.85,0.63,0.616,0.03201288,,
303,1515,214.45,0.6,0.616,0.03201288,,
304,1520,215.05,0.6,0.61,0.031701066,,
305,1525,215.67,0.62,0.608,0.031597128,,
306,1530,216.27,0.6,0.612,0.031805004,,
307,1535,216.89,0.62,0.616,0.03201288,,
308,1540,217.51,0.62,0.616,0.03201288,,
309,1545,218.13,0.62,0.62,0.032220756,,
310,1550,218.75,0.62,0.616,0.03201288,,
311,1555,219.37,0.62,0.612,0.031805004,,
312,1560,219.97,0.6,0.612,0.031805004,,
313,1565,220.57,0.6,0.612,0.031805004,,
314,1570,221.19,0.62,0.61,0.031701066,,
315,1575,221.81,0.62,0.61,0.031701066,,
316,1580,222.42,0.61,0.614,0.031908942,,
317,1585,223.02,0.6,0.612,0.031805004,,
318,1590,223.64,0.62,0.612,0.031805004,,
319,1595,224.25,0.61,0.612,0.031805004,,
320,1600,224.87,0.62,0.614,0.031908942,,
321,1605,225.48,0.61,0.61,0.031701066,,
322,1610,226.09,0.61,0.61,0.031701066,,
323,1615,226.69,0.6,0.606,0.03149319,,
324,1620,227.3,0.61,0.604,0.031389252,,
325,1625,227.9,0.6,0.602,0.031285315,,
326,1630,228.5,0.6,0.606,0.03149319,,
327,1635,229.1,0.6,0.604,0.031389252,,
328,1640,229.72,0.62,0.606,0.03149319,,
329,1645,230.32,0.6,0.608,0.031597128,,
330,1650,230.93,0.61,0.61,0.031701066,,
331,1655,231.54,0.61,0.608,0.031597128,,
332,1660,232.15,0.61,0.61,0.031701066,,
333,1665,232.76,0.61,0.612,0.031805004,,
334,1670,233.37,0.61,0.606,0.03149319,,
335,1675,233.99,0.62,0.606,0.03149319,,
336,1680,234.57,0.58,0.606,0.03149319,,
337,1685,235.18,0.61,0.604,0.031389252,,
338,1690,235.79,0.61,0.602,0.031285315,,
339,1695,236.39,0.6,0.608,0.031597128,,
340,1700,237,0.61,0.608,0.031597128,,
341,1705,237.61,0.61,0.606,0.03149319,,
342,1710,238.22,0.61,0.606,0.03149319,,
343,1715,238.82,0.6,0.606,0.03149319,,
344,1720,239.42,0.6,0.604,0.031389252,,
345,1725,240.03,0.61,0.604,0.031389252,,
346,1730,240.63,0.6,0.6,0.031181377,,
347,1735,241.24,0.61,0.6,0.031181377,,
348,1740,241.82,0.58,0.598,0.031077439,,
349,1745,242.42,0.6,0.6,0.031181377,,
350,1750,243.02,0.6,0.598,0.031077439,,
351,1755,243.63,0.61,0.602,0.031285315,,
352,1760,244.23,0.6,0.602,0.031285315,,
353,1765,244.83,0.6,0.602,0.031285315,,
354,1770,245.43,0.6,0.6,0.031181377,,
355,1775,246.03,0.6,0.598,0.031077439,,
356,1780,246.63,0.6,0.596,0.030973501,,
357,1785,247.22,0.59,0.596,0.030973501,,
358,1790,247.81,0.59,0.596,0.030973501,,
359,1795,248.41,0.6,0.596,0.030973501,,
360,1800,249.01,0.6,0.598,0.031077439,,
361,1805,249.61,0.6,0.6,0.031181377,,
362,1810,250.21,0.6,0.598,0.031077439,,
363,1815,250.81,0.6,0.6,0.031181377,,
364,1820,251.4,0.59,0.594,0.030869563,,
365,1825,252.01,0.61,0.594,0.030869563,,
366,1830,252.58,0.57,0.594,0.030869563,,
367,1835,253.18,0.6,0.596,0.030973501,,
368,1840,253.78,0.6,0.596,0.030973501,,
369,1845,254.38,0.6,0.602,0.031285315,,
370,1850,254.99,0.61,0.602,0.031285315,,
371,1855,255.59,0.6,0.602,0.031285315,,
372,1860,256.19,0.6,0.6,0.031181377,,
373,1865,256.79,0.6,0.598,0.031077439,,
374,1870,257.38,0.59,0.596,0.030973501,,
375,1875,257.98,0.6,0.59,0.030661687,,
376,1880,258.57,0.59,0.588,0.030557749,,
377,1885,259.14,0.57,0.588,0.030557749,,
378,1890,259.73,0.59,0.586,0.030453811,,
379,1895,260.32,0.59,0.586,0.030453811,,
380,1900,260.91,0.59,0.594,0.030869563,,
381,1905,261.5,0.59,0.594,0.030869563,,
382,1910,262.11,0.61,0.598,0.031077439,,
383,1915,262.7,0.59,0.6,0.031181377,,
384,1920,263.31,0.61,0.596,0.030973501,,
385,1925,263.91,0.6,0.592,0.030765625,,
386,1930,264.48,0.57,0.592,0.030765625,,
387,1935,265.07,0.59,0.588,0.030557749,,
388,1940,265.66,0.59,0.586,0.030453811,,
389,1945,266.25,0.59,0.59,0.030661687,,
390,1950,266.84,0.59,0.59,0.030661687,,
391,1955,267.43,0.59,0.592,0.030765625,,
392,1960,268.02,0.59,0.596,0.030973501,,
393,1965,268.62,0.6,0.59,0.030661687,,
394,1970,269.23,0.61,0.59,0.030661687,,
395,1975,269.79,0.56,0.59,0.030661687,,
396,1980,270.38,0.59,0.586,0.030453811,,
397,1985,270.97,0.59,0.58,0.030141997,,
398,1990,271.55,0.58,0.586,0.030453811,,
399,1995,272.13,0.58,0.588,0.030557749,,
400,2000,272.72,0.59,0.59,0.030661687,,
401,2005,273.32,0.6,0.592,0.030765625,,
402,2010,273.92,0.6,0.59,0.030661687,,
403,2015,274.51,0.59,0.59,0.030661687,,
404,2020,275.08,0.57,0.584,0.030349873,,
405,2025,275.67,0.59,0.58,0.030141997,,
406,2030,276.24,0.57,0.582,0.030245935,,
407,2035,276.82,0.58,0.588,0.030557749,,
408,2040,277.42,0.6,0.588,0.030557749,,
409,2045,278.02,0.6,0.588,0.030557749,,
410,2050,278.61,0.59,0.59,0.030661687,,
411,2055,279.18,0.57,0.58,0.030141997,,
412,2060,279.77,0.59,0.578,0.030038059,,
413,2065,280.32,0.55,0.58,0.030141997,,
414,2070,280.91,0.59,0.582,0.030245935,,
415,2075,281.51,0.6,0.578,0.030038059,,
416,2080,282.09,0.58,0.584,0.030349873,,
417,2085,282.66,0.57,0.58,0.030141997,,
418,2090,283.24,0.58,0.578,0.030038059,,
419,2095,283.81,0.57,0.58,0.030141997,,
420,2100,284.4,0.59,0.582,0.030245935,,
421,2105,284.99,0.59,0.578,0.030038059,,
422,2110,285.57,0.58,0.578,0.030038059,,
423,2115,286.13,0.56,0.576,0.029934122,,
424,2120,286.7,0.57,0.574,0.029830184,,
425,2125,287.28,0.58,0.574,0.029830184,,
426,2130,287.86,0.58,0.572,0.029726246,,
427,2135,288.44,0.58,0.57,0.029622308,,
428,2140,288.99,0.55,0.568,0.02951837,,
429,2145,289.55,0.56,0.568,0.02951837,,
